ch0,39.077,10.667,29.178,47.066,10.318,48.582,13.757ch1,44.21,10.473,34.835,47.203,14.199,48.869,16.231ch2,36.397,13.025,32.741,50.386,13.341,47.591,14.661ch3,40.549,12.885,34.434,51.728,16.108,45.406,17.471ch4,36.353,11.865,31.795,45.515,11.271,46.833,10.257ch5,37.544,13.942,29.442,51.253,15.151,48.876,17.447,1654544067.7635136
ch0,39.043,12.877,32.932,47.776,19.999,48.213,16.713ch1,40.566,14.595,32.651,48.039,13.592,47.803,12.308ch2,43.516,12.876,34.58,46.413,19.303,46.664,14.116ch3,41.208,13.326,33.648,47.126,13.661,49.025,11.946ch4,41.28,11.797,34.091,51.511,19.508,50.373,11.129ch5,35.761,10.927,29.997,45.374,14.177,50.258,16.493,1654544069.0198123
ch0,37.083,10.914,28.793,49.053,11.674,45.865,10.419ch1,39.998,10.646,33.147,48.793,17.276,49.707,19.774ch2,42.699,11.039,31.18,47.743,18.417,46.252,13.482ch3,41.803,13.413,34.995,51.111,13.993,47.583,18.416ch4,44.35,12.925,29.51,49.897,10.339,46.773,18.13ch5,37.04,13.33,32.718,48.2,18.535,46.661,18.651,1654544070.286857
ch0,37.177,10.778,31.725,51.188,12.917,49.502,12.456ch1,38.159,14.952,29.461,51.524,19.249,51.09,11.746ch2,43.17,11.234,29.217,45.894,10.271,45.926,18.158ch3,42.414,10.325,33.23,45.432,12.193,46.452,11.068ch4,35.224,13.66,34.187,45.939,10.816,48.952,17.982ch5,40.31,13.691,29.548,48.891,15.185,49.03,13.653,1654544071.5464623
ch0,37.387,14.287,34.049,50.636,13.576,51.558,19.99ch1,36.209,11.556,31.234,49.071,17.143,45.777,12.946ch2,36.34,11.204,31.026,46.424,18.849,45.694,19.782ch3,37.974,13.785,32.966,45.405,15.729,51.605,14.988ch4,40.636,10.298,29.859,47.296,19.754,45.251,10.248ch5,38.002,14.883,31.674,45.756,12.261,48.517,12.523,1654544072.80687
ch0,44.556,13.95,33.171,50.683,12.878,46.557,13.017ch1,42.163,11.383,28.907,51.969,14.574,50.556,15.252ch2,39.729,12.787,33.178,48.326,13.918,50.01,10.395ch3,42.349,14.567,29.161,46.02,15.61,50.458,16.622ch4,40.137,10.418,33.61,48.633,18.881,47.147,18.374ch5,40.624,12.882,32.797,48.646,12.413,49.875,14.722,1654544074.0661867
ch0,41.672,11.87,33.712,50.876,12.086,48.969,18.425ch1,37.194,13.906,33.355,46.272,16.761,46.199,12.013ch2,38.179,12.413,32.713,48.594,17.927,50.78,15.653ch3,43.647,12.406,32.152,49.12,10.789,48.554,11.615ch4,38.793,14.466,34.578,49.5,10.836,49.759,19.903ch5,38.928,13.993,29.371,48.793,12.182,48.089,17.031,1654544075.2693133
ch0,35.359,14.102,32.829,45.797,12.345,46.773,19.736ch1,41.762,14.951,32.082,46.465,18.29,49.042,17.71ch2,44.473,10.35,30.626,50.574,15.865,49.224,12.706ch3,40.351,11.6,29.258,48.003,14.851,51.756,10.626ch4,40.323,11.651,34.422,50.2,16.795,50.16,16.886ch5,35.527,14.953,34.229,47.499,19.737,48.284,19.54,1654544076.592334
ch0,39.336,12.588,29.777,45.983,15.703,46.212,11.237ch1,38.892,11.055,29.16,48.432,12.284,49.217,12.19ch2,35.322,10.153,31.122,49.584,13.89,46.943,18.072ch3,38.96,13.113,33.347,51.713,12.564,46.987,15.721ch4,35.854,12.832,34.291,47.29,10.549,50.267,12.512ch5,40.125,11.83,28.838,49.922,11.713,50.835,11.015,1654544077.8523955
ch0,36.501,10.443,32.434,46.35,11.801,48.493,10.955ch1,37.346,14.035,31.558,46.676,19.659,46.365,17.73ch2,38.092,12.323,31.082,49.633,18.239,50.035,11.608ch3,43.319,10.473,28.94,51.361,11.17,48.977,12.309ch4,36.846,13.691,33.067,48.536,17.501,45.491,15.138ch5,37.519,11.69,32.687,51.126,18.705,51.57,15.933,1654544079.1182861
ch0,38.578,13.703,32.358,49.84,12.37,49.929,18.066ch1,35.299,14.965,30.147,45.672,10.311,47.226,16.971ch2,35.826,12.864,28.24,51.404,18.751,48.818,13.138ch3,43.202,12.566,31.269,49.989,16.79,51.334,14.255ch4,43.19,11.231,31.038,49.808,12.0,48.957,13.231ch5,40.283,13.228,33.178,50.12,19.099,49.083,17.191,1654544080.3738694
ch0,35.875,13.987,28.133,47.065,15.632,47.822,19.77ch1,35.493,11.595,30.03,49.342,19.499,49.183,15.674ch2,41.267,14.327,31.16,50.795,15.065,45.75,17.886ch3,36.421,12.334,32.126,49.533,17.543,47.528,15.015ch4,44.886,12.725,32.311,49.864,16.758,45.895,16.889ch5,35.686,10.542,32.196,50.058,10.091,47.343,11.92,1654544081.6367118
ch0,35.495,14.506,34.807,46.759,13.275,48.841,17.845ch1,44.824,11.058,30.5,47.149,11.856,51.561,19.444ch2,37.476,13.994,31.13,48.945,16.381,48.758,15.938ch3,38.657,12.46,29.341,50.044,15.131,51.145,11.839ch4,41.054,11.639,28.226,47.759,15.292,47.365,10.376ch5,37.567,13.019,31.128,46.015,15.277,49.28,16.451,1654544082.885818
ch0,40.881,13.263,29.19,48.487,13.334,50.865,10.05ch1,38.968,11.688,34.702,46.401,11.007,51.892,18.235ch2,35.915,14.513,29.958,49.697,16.835,46.14,14.57ch3,42.293,11.683,32.393,48.561,19.184,48.636,13.857ch4,37.688,11.657,28.758,51.223,19.766,49.495,11.377ch5,43.284,13.545,32.683,49.66,10.161,50.27,18.022,1654544084.1595798
ch0,41.626,14.916,28.517,47.67,10.315,46.438,18.714ch1,44.496,14.286,32.557,47.762,12.631,48.45,19.487ch2,43.164,10.879,33.835,48.738,19.801,50.715,13.483ch3,37.146,14.575,33.539,50.878,19.671,47.107,10.395ch4,38.872,14.584,32.694,49.961,18.909,49.307,13.577ch5,41.058,12.769,34.918,45.403,12.31,45.843,11.163,1654544085.421212
ch0,44.382,13.913,32.688,45.298,13.811,45.556,18.413ch1,39.861,10.844,33.69,49.169,13.055,51.577,18.681ch2,37.698,13.373,29.449,45.329,12.435,50.942,11.533ch3,43.961,12.228,31.881,51.212,11.651,49.1,17.098ch4,35.792,14.649,31.188,48.676,14.726,50.938,11.805ch5,39.322,12.715,32.213,45.342,16.704,48.908,10.608,1654544086.6809187
ch0,37.901,10.604,33.106,49.386,11.788,47.156,15.085ch1,43.047,13.492,28.167,47.649,13.9,47.239,19.754ch2,43.743,12.331,28.114,49.823,16.117,51.066,16.443ch3,41.946,11.765,34.6,48.507,17.799,48.981,18.667ch4,40.002,13.507,29.601,50.369,15.706,51.494,17.447ch5,44.787,14.26,28.85,48.968,19.216,47.343,11.486,1654544087.9252355
ch0,40.255,13.395,31.881,51.894,18.304,48.478,12.643ch1,41.19,12.622,33.226,50.126,14.369,49.235,11.295ch2,43.807,11.863,28.605,47.434,18.522,47.624,13.909ch3,37.894,10.687,33.424,50.022,19.866,46.916,15.426ch4,40.646,10.859,33.455,50.451,15.511,51.189,13.837ch5,42.201,11.824,32.281,49.786,10.782,48.84,18.235,1654544089.2061534
ch0,38.91,14.645,31.13,49.832,13.611,46.168,17.964ch1,41.253,12.983,29.739,48.111,17.483,49.36,17.232ch2,40.129,11.997,29.779,46.481,12.552,48.392,15.142ch3,44.582,14.855,34.926,49.242,13.842,49.73,12.215ch4,38.617,10.174,30.791,50.339,14.435,50.901,14.602ch5,35.87,14.791,31.722,51.562,13.119,45.697,14.996,1654544848.4569118
ch0,38.062,12.181,30.782,47.249,13.886,46.613,13.2ch1,40.158,11.916,33.082,48.25,13.203,51.135,16.792ch2,39.268,11.221,34.271,48.248,19.879,48.223,10.051ch3,44.493,10.771,29.098,45.023,13.662,50.024,18.66ch4,40.295,11.026,31.76,50.387,16.345,47.048,15.47ch5,36.945,14.817,33.1,47.232,13.357,45.827,18.961,1654545324.279574
ch0,41.212,10.382,31.835,51.046,15.81,49.436,15.6ch1,40.149,11.19,29.636,50.965,14.052,50.564,16.422ch2,40.387,13.506,32.878,45.768,15.816,45.738,13.356ch3,38.017,11.104,29.589,50.731,12.046,50.405,12.181ch4,44.136,11.5,33.33,47.231,11.77,51.765,19.668ch5,35.226,13.816,29.79,47.813,10.41,49.471,19.33,1654545325.3895137
ch0,38.96,10.863,29.437,49.22,12.395,45.536,19.526ch1,42.962,12.256,34.403,46.671,10.808,47.537,14.208ch2,35.134,10.472,33.078,47.502,18.989,50.09,15.489ch3,38.74,10.403,30.266,48.495,17.182,51.311,16.951ch4,40.658,11.771,32.123,47.565,16.277,45.692,18.643ch5,40.014,10.951,30.49,46.208,11.116,51.963,17.619,1654545327.917655
ch0,40.457,13.237,30.052,49.769,10.529,49.423,13.51ch1,44.117,11.467,34.94,49.352,17.588,47.777,19.019ch2,42.516,14.708,30.22,50.082,18.142,49.792,18.381ch3,44.934,13.01,33.934,46.364,14.445,51.945,10.407ch4,44.408,12.421,30.878,45.241,14.31,50.109,14.033ch5,38.548,10.364,29.103,45.757,13.074,49.676,11.997,1654545329.1625855
ch0,43.161,12.18,30.254,46.752,15.164,47.337,12.203ch1,38.951,14.538,29.94,47.426,13.399,46.515,11.577ch2,40.52,12.328,30.31,51.717,13.086,48.022,16.859ch3,36.106,13.926,32.854,48.29,11.544,50.475,14.955ch4,36.175,10.953,29.214,50.366,12.969,45.371,17.674ch5,39.265,13.703,34.306,46.926,15.696,51.75,16.268,1654545330.4169967
ch0,36.023,11.645,32.503,47.49,13.668,51.481,12.7ch1,36.063,10.799,29.877,47.629,17.434,51.449,18.921ch2,39.791,11.664,33.434,49.951,14.339,51.744,19.433ch3,42.363,10.695,28.493,46.379,12.38,49.587,13.274ch4,44.793,12.878,32.412,45.208,14.271,48.957,15.577ch5,42.71,14.993,31.396,48.407,19.523,48.282,18.196,1654545335.840028
ch0,38.345,10.603,32.326,45.488,19.785,49.519,11.228ch1,44.605,13.243,34.064,49.488,17.753,45.821,15.033ch2,37.819,10.393,34.901,45.692,12.95,48.941,16.584ch3,41.242,12.597,34.726,45.982,15.148,51.517,18.054ch4,39.582,12.345,31.122,46.45,12.141,51.996,11.139ch5,43.629,11.664,30.23,50.11,17.9,50.135,10.928,1654545336.9673014
ch0,42.274,12.347,34.647,49.472,19.755,49.67,13.971ch1,41.048,10.811,30.946,50.988,15.589,50.837,13.967ch2,39.4,11.851,34.11,45.449,14.672,46.918,16.19ch3,38.185,10.791,30.173,46.358,16.019,47.226,13.866ch4,41.39,12.583,33.699,51.051,10.634,46.783,16.357ch5,35.898,13.926,29.963,50.584,12.722,48.41,10.107,1654545338.2281108
ch0,37.944,11.247,32.346,50.222,16.23,47.566,13.537ch1,43.07,11.357,30.895,49.533,19.535,51.025,17.438ch2,42.994,11.14,30.419,49.286,15.337,45.601,10.639ch3,37.793,10.813,33.125,48.364,18.223,47.325,18.927ch4,35.273,12.499,34.974,46.015,18.983,45.289,10.837ch5,44.088,10.751,28.774,50.844,18.973,51.741,15.074,1654545339.4909248
ch0,38.339,11.867,29.265,46.365,16.979,51.056,16.325ch1,41.238,13.172,29.21,50.99,17.145,48.164,14.324ch2,42.18,11.039,32.453,47.726,11.224,49.217,17.355ch3,35.447,10.207,34.992,49.461,15.732,49.307,15.923ch4,42.456,10.837,31.662,51.231,10.485,48.131,13.998ch5,38.81,10.996,32.491,46.281,15.92,46.322,19.156,1654545340.7591772
ch0,41.699,13.675,31.161,46.353,17.521,46.72,18.786ch1,35.834,13.581,32.846,50.53,18.49,47.165,17.057ch2,39.971,13.578,33.533,45.61,19.177,48.474,14.03ch3,41.436,12.032,32.023,49.097,11.923,48.1,13.93ch4,37.137,11.956,34.756,48.799,12.555,45.153,13.142ch5,41.492,12.796,29.863,47.847,12.274,45.365,13.103,1654545347.5705774
ch0,36.663,10.366,33.2,46.136,16.126,48.11,17.866ch1,43.25,14.736,29.15,50.263,16.979,50.773,13.106ch2,38.812,12.757,29.49,46.87,15.166,49.284,14.527ch3,42.615,14.133,30.241,45.986,13.632,47.499,12.028ch4,38.305,12.904,34.463,46.824,15.437,50.798,14.593ch5,44.311,14.169,31.708,47.608,13.875,48.396,10.439,1654545348.8134105
ch0,41.198,12.332,34.441,51.674,14.082,46.205,17.78ch1,35.106,14.336,34.947,45.846,19.283,51.717,16.281ch2,35.678,11.522,29.271,48.516,10.551,50.396,14.474ch3,40.44,13.813,32.894,48.998,19.214,46.402,16.913ch4,43.186,10.014,28.652,46.148,19.888,51.899,17.011ch5,38.323,13.113,31.559,48.674,13.827,51.508,11.226,1654545350.1016734
ch0,43.064,14.636,31.413,47.567,11.056,51.186,19.694ch1,39.248,14.104,34.185,46.179,16.799,48.76,14.895ch2,41.209,11.565,34.225,45.945,19.164,49.582,16.246ch3,44.815,11.965,31.334,46.949,10.173,51.766,14.084ch4,39.255,14.929,28.071,49.666,16.988,48.133,12.595ch5,43.696,14.109,29.073,47.211,14.504,48.467,16.889,1654545351.3167615
ch0,43.135,10.135,29.801,46.36,15.26,46.749,10.1ch1,42.076,13.399,30.029,47.298,10.565,48.258,14.247ch2,35.308,10.47,31.086,51.694,10.16,47.924,18.8ch3,35.857,13.304,29.86,48.357,19.686,47.042,13.178ch4,35.28,14.41,31.836,46.531,19.219,50.236,16.684ch5,42.523,10.964,31.205,46.916,12.812,45.168,16.951,1654545352.6001258
ch0,37.833,10.351,30.854,50.366,14.754,50.195,13.541ch1,41.044,12.114,33.647,48.557,18.234,50.641,19.992ch2,37.839,12.135,33.413,51.145,13.446,46.946,11.52ch3,40.003,10.114,30.868,50.049,14.943,46.023,16.418ch4,40.027,10.061,30.795,47.332,19.171,51.249,15.861ch5,35.792,11.701,32.314,47.835,18.669,46.091,18.49,1654545353.8589535
ch0,44.56,13.443,34.777,46.755,18.5,51.79,19.238ch1,36.388,11.25,29.035,51.934,14.777,47.447,18.555ch2,44.084,14.412,30.418,51.093,18.024,45.017,10.357ch3,35.362,10.796,34.695,50.051,17.482,45.117,18.857ch4,44.096,10.2,30.39,48.957,19.502,51.357,13.274ch5,43.642,10.618,28.045,50.361,11.691,47.293,14.205,1654545355.0981028
ch0,43.572,13.259,34.719,49.825,15.555,45.336,15.948ch1,39.721,13.867,31.051,46.999,13.861,45.364,11.27ch2,40.211,13.247,33.536,51.049,12.615,45.319,11.486ch3,36.492,10.971,32.716,47.773,17.216,46.363,15.618ch4,38.534,12.918,34.35,45.228,19.0,49.206,10.552ch5,40.65,14.691,32.835,50.388,17.781,45.369,10.948,1654545356.3856494
ch0,38.264,11.137,33.544,51.438,17.17,47.509,12.806ch1,42.114,10.165,31.73,50.252,15.474,45.367,11.791ch2,37.285,13.984,30.559,46.978,15.516,45.322,11.929ch3,42.328,12.548,31.998,45.494,13.479,47.358,10.395ch4,39.38,14.764,30.96,50.975,19.472,51.072,17.393ch5,44.973,10.633,31.585,49.275,15.991,47.741,12.331,1654545357.634937
ch0,36.067,14.976,30.512,49.865,17.95,49.196,15.762ch1,44.67,11.401,29.136,48.668,14.525,51.13,16.874ch2,39.106,10.054,33.767,50.104,12.512,51.3,16.135ch3,41.212,12.823,30.399,46.716,10.485,45.783,15.055ch4,40.827,12.202,30.997,46.153,14.483,47.13,12.432ch5,40.344,10.627,31.243,49.026,19.681,49.669,11.878,1654545358.9099905
ch0,38.999,10.865,32.798,45.554,16.771,47.558,15.92ch1,39.259,10.862,29.808,50.146,13.955,50.477,13.197ch2,36.252,12.252,33.051,46.011,14.028,46.63,18.772ch3,39.283,13.896,33.564,47.248,19.225,50.781,16.451ch4,43.31,13.223,28.718,51.17,12.816,48.946,16.67ch5,41.739,10.008,32.991,51.415,18.927,46.545,18.545,1654545360.153176
ch0,35.071,12.497,32.893,48.767,10.834,49.921,16.548ch1,40.085,11.225,30.431,45.21,16.871,47.585,18.528ch2,44.047,10.61,32.504,47.968,13.232,51.973,10.866ch3,43.988,13.755,32.359,49.459,14.439,45.221,18.372ch4,41.326,13.893,30.653,45.286,14.985,48.078,15.083ch5,39.514,10.305,30.28,46.411,19.553,48.075,18.773,1654545361.4579997
ch0,39.486,12.378,31.236,46.0,17.566,46.083,15.327ch1,36.03,12.887,34.812,45.189,10.756,47.617,15.696ch2,39.902,12.142,29.909,46.394,16.987,46.549,11.89ch3,43.687,12.302,31.262,46.383,18.065,47.633,19.047ch4,44.921,12.817,28.573,50.014,14.018,46.41,19.408ch5,43.485,14.784,34.39,49.82,18.674,47.396,17.337,1654545362.6906898
ch0,36.059,14.342,32.347,49.232,15.941,50.853,17.864ch1,36.834,10.777,31.63,45.812,10.512,45.44,17.55ch2,40.128,12.409,31.022,49.485,11.715,48.666,14.488ch3,35.281,12.564,31.493,48.803,18.677,51.701,14.693ch4,44.344,13.797,34.256,47.82,18.65,46.103,15.446ch5,35.326,13.451,28.359,47.237,17.141,51.542,13.239,1654545363.9495587
ch0,36.709,12.44,30.899,45.947,12.374,47.146,13.194ch1,37.25,13.182,28.783,49.015,16.969,48.406,19.524ch2,42.238,10.371,30.434,50.045,18.211,45.086,12.249ch3,38.305,10.493,30.31,50.206,16.429,47.627,15.945ch4,37.728,10.038,31.734,46.129,18.795,48.782,12.246ch5,37.321,14.06,30.36,47.667,14.446,47.455,18.941,1654545365.2117882
ch0,39.629,12.723,30.671,48.107,17.601,45.432,14.978ch1,39.851,12.182,33.486,46.53,17.564,46.546,11.834ch2,41.631,12.643,33.153,47.498,13.235,51.718,11.449ch3,40.066,12.33,31.754,48.768,17.163,45.614,14.572ch4,40.387,10.394,31.244,48.864,13.776,45.202,19.053ch5,35.534,13.786,32.786,48.776,11.106,50.07,14.499,1654545366.4719229
ch0,36.363,10.888,29.526,45.652,19.523,51.87,14.984ch1,40.073,13.579,28.934,50.972,18.43,50.499,11.803ch2,41.68,12.293,31.606,47.208,13.099,45.883,19.223ch3,36.886,10.758,34.603,47.011,19.664,45.959,18.543ch4,36.62,10.638,33.237,46.739,17.614,49.805,14.457ch5,37.306,11.82,29.578,47.024,17.783,46.214,15.085,1654545367.7331586
ch0,44.127,14.405,29.172,49.077,10.236,49.624,17.811ch1,44.873,10.095,32.313,47.511,13.949,45.267,10.877ch2,39.072,14.782,32.352,49.445,12.451,46.92,13.506ch3,40.453,11.527,32.385,46.51,18.249,50.815,15.065ch4,41.408,14.573,28.19,48.165,15.035,51.15,12.169ch5,37.184,10.213,31.186,46.2,14.433,47.544,17.709,1654545369.0113804
ch0,39.574,13.205,34.673,51.25,12.859,48.556,12.984ch1,41.439,13.777,34.766,50.077,17.72,45.508,10.088ch2,41.27,12.946,32.666,45.532,13.6,49.753,16.645ch3,44.35,14.632,30.66,51.047,16.259,46.854,12.972ch4,39.52,10.032,29.66,48.474,11.996,51.638,19.115ch5,43.839,14.507,30.507,49.457,19.486,48.072,13.569,1654545370.2637722
ch0,41.675,11.578,32.059,47.275,18.276,46.785,13.369ch1,38.635,10.71,28.932,48.292,16.16,50.708,10.908ch2,43.112,12.583,32.264,51.113,15.481,50.001,19.021ch3,42.479,12.666,29.752,47.503,11.307,50.841,10.909ch4,40.882,10.203,31.847,48.256,12.881,45.535,12.242ch5,42.584,14.68,33.78,49.138,17.934,51.403,10.727,1654545372.763004
ch0,43.322,10.956,30.066,51.745,18.446,45.458,15.713ch1,41.696,14.141,34.45,46.209,13.541,47.593,17.176ch2,38.235,14.168,34.474,50.637,11.501,47.028,13.035ch3,41.01,14.403,30.717,50.624,17.517,49.647,16.261ch4,44.94,13.339,32.882,45.231,18.532,49.275,10.368ch5,42.821,13.457,28.611,47.232,18.796,45.8,14.704,1654545374.0450292
ch0,37.02,11.948,34.935,46.485,16.392,51.124,10.088ch1,41.295,11.565,29.463,51.654,14.051,46.581,10.924ch2,44.989,13.659,28.637,46.799,17.661,45.834,10.814ch3,40.564,11.107,29.375,48.623,10.773,45.211,10.732ch4,35.753,12.806,33.924,50.506,12.272,51.518,10.426ch5,37.135,13.62,29.427,50.538,18.489,50.382,19.153,1654545375.2945952
ch0,39.147,14.541,34.366,48.836,19.375,51.925,10.6ch1,41.856,10.748,34.246,45.416,13.595,48.218,15.402ch2,36.515,12.29,29.784,49.779,15.842,47.683,10.607ch3,42.079,10.538,33.301,46.719,19.378,51.15,10.767ch4,42.119,10.241,32.406,51.797,19.201,49.419,15.597ch5,44.383,13.835,29.722,51.668,16.766,49.622,19.948,1654545376.5643597
ch0,35.627,10.317,28.842,49.513,19.073,49.937,17.518ch1,43.048,12.59,30.169,47.761,19.928,49.806,19.135ch2,35.373,14.037,30.725,45.091,13.365,46.876,15.795ch3,44.321,11.506,30.202,50.112,15.399,47.8,18.347ch4,43.238,13.275,31.734,48.734,18.698,46.374,14.742ch5,35.323,13.285,33.733,45.716,10.035,45.624,15.623,1654545377.8357828
ch0,39.059,13.519,33.321,45.295,15.163,48.706,18.335ch1,35.751,11.005,29.234,47.956,16.647,47.919,17.311ch2,39.508,11.622,28.873,48.976,14.984,46.914,13.994ch3,35.17,11.345,30.562,48.109,15.672,46.303,15.529ch4,43.221,10.187,28.531,50.753,12.661,47.786,11.485ch5,36.551,10.363,31.749,47.26,19.524,49.271,11.63,1654545379.0960805
ch0,40.21,14.975,34.051,47.338,14.688,49.823,15.317ch1,37.796,13.228,33.872,49.149,19.105,45.407,17.412ch2,41.584,13.695,28.716,48.513,18.51,46.173,15.129ch3,43.449,11.947,32.995,45.286,16.854,51.746,16.441ch4,42.758,12.243,29.39,45.505,19.038,46.636,12.594ch5,38.206,12.226,32.152,48.378,13.097,45.123,14.943,1654545380.3564253
ch0,38.647,10.105,33.014,50.215,12.21,48.264,18.216ch1,38.019,10.587,29.788,46.808,16.333,50.994,13.281ch2,42.726,13.851,33.536,51.379,18.229,51.781,19.454ch3,38.261,13.726,30.508,47.871,11.776,49.205,13.507ch4,44.974,13.921,33.554,46.639,15.98,45.576,15.93ch5,39.554,10.431,30.86,45.711,10.295,47.167,12.738,1654545381.6112978
ch0,42.074,14.141,34.541,48.887,12.094,47.19,10.315ch1,42.722,10.221,34.556,47.108,19.948,45.062,16.811ch2,38.153,10.616,29.384,51.551,13.609,49.007,12.618ch3,35.29,12.869,30.589,51.3,16.786,49.055,18.139ch4,35.915,13.63,32.692,50.694,16.649,49.016,15.374ch5,44.767,10.703,31.181,51.699,10.271,50.072,19.067,1654545382.8762183
ch0,43.272,11.522,28.174,48.106,19.991,51.505,16.596ch1,40.646,10.043,34.234,51.251,10.838,45.167,18.352ch2,44.514,10.153,32.812,51.041,15.633,49.549,12.54ch3,43.996,12.521,31.584,49.534,15.44,46.902,17.115ch4,38.814,13.58,30.065,48.78,19.977,47.081,12.74ch5,41.955,14.459,31.978,49.251,15.542,47.628,12.376,1654545384.138781
ch0,40.628,13.362,32.106,48.132,17.436,48.984,10.156ch1,43.216,10.763,34.838,51.84,14.184,48.199,16.932ch2,43.867,13.431,28.662,48.457,10.639,50.601,18.135ch3,40.342,11.79,30.376,50.02,11.308,48.991,18.245ch4,37.687,14.698,31.171,49.84,16.794,46.335,16.98ch5,40.06,12.571,33.435,51.796,11.651,48.071,10.539,1654545385.3820045
ch0,35.039,11.749,33.553,48.467,12.381,46.579,18.066ch1,35.693,12.936,28.681,49.877,16.69,46.835,15.822ch2,38.684,14.141,32.088,50.081,11.14,46.616,15.656ch3,42.045,10.22,30.165,46.032,15.434,45.354,11.949ch4,38.77,11.637,32.284,50.353,19.751,49.683,13.268ch5,38.743,13.615,33.153,45.662,15.12,48.18,12.864,1654545386.6655383
ch0,44.352,14.591,29.915,50.682,19.762,47.439,14.417ch1,42.161,10.193,32.851,51.047,18.356,46.728,19.114ch2,43.592,14.615,30.511,49.916,19.946,45.958,13.339ch3,39.189,12.715,28.318,48.553,18.645,50.171,18.74ch4,35.347,10.693,28.599,46.492,11.535,46.783,14.338ch5,39.178,10.221,32.058,50.343,13.669,46.447,11.149,1654545387.9205022
